,Blinkroot,Daybloom,Deathweed,Fireblossom,Moonglow,Shiverthorn,Waterleaf
Herb_Bag_2365,7,12,14,15,26,29,10
Herb_Bag_2366,21,14,38,9,34,17,16
Herb_Bag_2367,18,13,40,11,35,15,7
Herb_Bag_2368,23,16,8,4,28,13,12
Herb_Bag_2369,3,13,12,18,23,1,10
Herb_Bag_2370,22,16,21,18,16,26,9
Herb_Bag_2371,28,14,28,17,14,14,7
Herb_Bag_2372,26,22,26,20,29,13,9
Herb_Bag_2373,8,19,32,23,24,15,10
Herb_Bag_2374,0,25,33,5,19,21,13
Herb_Bag_2375,31,17,37,20,24,10,10
Herb_Bag_2376,7,15,14,11,16,18,10
Herb_Bag_2377,10,16,2,14,24,17,6
Herb_Bag_2378,7,15,28,5,24,19,4
Herb_Bag_2379,21,24,25,23,31,0,7
Herb_Bag_2380,19,9,37,25,23,34,8
Herb_Bag_2381,0,21,32,27,22,21,7
Herb_Bag_2382,18,18,28,5,23,24,7
Herb_Bag_2383,23,22,18,25,19,9,10
Herb_Bag_2384,26,11,31,16,17,21,8
Herb_Bag_2385,14,11,56,3,27,12,11
Herb_Bag_2386,12,6,7,16,34,21,12
Herb_Bag_2387,25,19,16,26,33,26,3
Herb_Bag_2388,14,18,38,19,18,21,6
Herb_Bag_2389,32,21,0,20,27,19,6
Herb_Bag_2390,11,11,35,20,29,10,6
Herb_Bag_2391,33,16,29,14,38,0,15
Herb_Bag_2392,15,15,13,9,22,16,13
Herb_Bag_2393,14,9,19,12,29,12,8
Herb_Bag_2394,15,8,38,21,33,26,9
Herb_Bag_2395,0,14,37,11,18,31,12
Herb_Bag_2396,20,26,20,26,25,36,10
Herb_Bag_2397,38,12,7,6,28,5,11
Herb_Bag_2398,11,11,48,3,25,10,16
Herb_Bag_2399,14,9,27,17,29,3,12
Herb_Bag_2400,19,19,21,16,16,18,9
Herb_Bag_2401,23,16,9,20,30,5,2
Herb_Bag_2402,26,15,59,22,29,28,9
Herb_Bag_2403,28,15,24,37,25,25,15
Herb_Bag_2404,28,10,21,16,33,24,20
Herb_Bag_2405,16,8,25,20,22,34,11
Herb_Bag_2406,19,15,19,30,32,26,5
Herb_Bag_2407,16,12,20,11,33,24,14
Herb_Bag_2408,30,12,31,8,23,32,8
Herb_Bag_2409,26,17,36,27,21,16,13
Herb_Bag_2410,15,20,22,15,29,23,7
Herb_Bag_2411,14,21,8,27,28,5,9
Herb_Bag_2412,12,23,20,16,28,30,6
Herb_Bag_2413,22,19,0,3,19,10,0
Herb_Bag_2414,15,13,30,10,20,15,6
Herb_Bag_2415,15,20,31,18,28,41,13
Herb_Bag_2416,27,2,33,11,23,18,5
Herb_Bag_2417,15,20,20,17,28,29,8
Herb_Bag_2418,40,12,43,18,28,23,12
Herb_Bag_2419,18,5,26,17,36,12,7
Herb_Bag_2420,19,10,43,24,36,25,2
Herb_Bag_2421,16,18,11,16,31,18,10
Herb_Bag_2422,23,24,13,1,25,40,8
Herb_Bag_2423,16,10,36,14,19,19,8
Herb_Bag_2424,6,22,19,7,32,28,9
Herb_Bag_2425,13,10,41,23,19,5,6
Herb_Bag_2426,0,24,15,7,29,8,10
Herb_Bag_2427,1,12,40,23,23,35,11
Herb_Bag_2428,19,30,30,20,33,0,14
Herb_Bag_2429,20,20,19,16,29,30,5
Herb_Bag_2430,29,21,45,23,22,30,18
Herb_Bag_2431,21,13,50,18,27,24,7
Herb_Bag_2432,25,25,31,21,23,18,7
Herb_Bag_2433,11,22,27,5,29,22,13
Herb_Bag_2434,28,23,0,6,23,22,10
Herb_Bag_2435,11,20,29,0,18,8,3
Herb_Bag_2436,21,17,26,11,26,20,10
Herb_Bag_2437,40,19,24,14,30,29,4
Herb_Bag_2438,21,26,34,11,25,34,9
Herb_Bag_2439,13,18,10,29,30,30,10
Herb_Bag_2440,20,21,31,10,35,31,5
Herb_Bag_2441,17,14,22,23,32,18,10
Herb_Bag_2442,15,23,19,21,8,21,11
Herb_Bag_2443,2,14,17,0,20,33,10
Herb_Bag_2444,9,19,23,3,21,22,9
Herb_Bag_2445,19,13,4,11,27,37,11
Herb_Bag_2446,9,25,16,14,18,21,13
Herb_Bag_2447,11,14,7,19,24,14,13
Herb_Bag_2448,21,22,7,13,16,35,1
Herb_Bag_2449,18,19,32,2,25,14,14
Herb_Bag_2450,23,5,24,11,32,17,8
Herb_Bag_2451,8,10,13,13,23,13,8
Herb_Bag_2452,9,19,7,13,29,0,5
Herb_Bag_2453,22,17,20,11,22,17,9
Herb_Bag_2454,29,24,24,5,12,17,8
Herb_Bag_2455,8,26,9,3,16,22,14
Herb_Bag_2456,29,9,35,18,26,33,15
Herb_Bag_2457,14,23,22,9,29,12,13
Herb_Bag_2458,25,25,31,6,21,29,17
Herb_Bag_2459,19,15,29,23,30,25,9
Herb_Bag_2460,17,24,14,1,23,25,9
Herb_Bag_2461,6,16,18,20,12,22,7
Herb_Bag_2462,22,16,13,18,37,31,6
Herb_Bag_2463,14,19,23,7,16,19,11
Herb_Bag_2464,8,7,6,14,31,45,11
Herb_Bag_2465,18,16,17,23,23,14,10
Herb_Bag_2466,14,13,2,21,28,30,15
Herb_Bag_2467,14,27,10,22,36,5,13
Herb_Bag_2468,15,24,36,29,21,0,11
Herb_Bag_2469,26,17,24,19,20,45,16
Herb_Bag_2470,20,23,56,14,22,29,11
Herb_Bag_2471,22,19,44,17,26,18,2
Herb_Bag_2472,23,17,15,18,16,16,12
Herb_Bag_2473,4,22,25,17,26,8,2
Herb_Bag_2474,13,16,22,12,32,22,12
Herb_Bag_2475,10,17,39,26,28,15,7
Herb_Bag_2476,14,20,8,27,23,13,6
Herb_Bag_2477,21,17,11,12,34,5,15
Herb_Bag_2478,6,14,12,1,24,19,14
Herb_Bag_2479,21,19,13,28,29,15,5
Herb_Bag_2480,8,4,38,27,26,9,6
Herb_Bag_2481,19,27,28,26,24,17,8
Herb_Bag_2482,11,22,25,16,8,33,14
Herb_Bag_2483,21,15,11,18,30,17,16
Herb_Bag_2484,19,18,25,27,26,10,9
Herb_Bag_2485,22,15,41,14,23,20,16
Herb_Bag_2486,32,21,43,18,36,10,5
Herb_Bag_2487,21,12,34,14,26,5,12
Herb_Bag_2488,18,19,19,19,20,24,2
Herb_Bag_2489,11,13,28,20,36,3,11
Herb_Bag_2490,7,10,37,19,25,7,1
Herb_Bag_2491,14,12,40,8,31,17,9
Herb_Bag_2492,10,13,19,13,20,20,16
Herb_Bag_2493,14,17,21,20,27,16,14
Herb_Bag_2494,20,20,46,19,20,16,11
Herb_Bag_2495,20,14,30,20,22,12,16
Herb_Bag_2496,6,18,23,20,26,19,13
Herb_Bag_2497,16,22,26,17,28,15,10
Herb_Bag_2498,15,15,39,21,17,22,14
Herb_Bag_2499,14,18,0,6,33,24,14
Herb_Bag_2500,21,12,27,7,26,14,14
Herb_Bag_2501,20,28,20,19,38,25,9
Herb_Bag_2502,17,12,51,15,25,22,9
Herb_Bag_2503,10,26,20,9,20,41,11
Herb_Bag_2504,28,14,20,14,36,27,13
Herb_Bag_2505,12,17,14,36,34,27,5
Herb_Bag_2506,24,14,38,17,26,21,8
Herb_Bag_2507,20,24,15,24,25,15,10
Herb_Bag_2508,11,15,8,11,37,37,10
Herb_Bag_2509,7,22,15,3,36,41,9
Herb_Bag_2510,14,17,16,6,23,26,11
Herb_Bag_2511,21,12,18,21,28,30,12
Herb_Bag_2512,18,6,14,27,20,15,11
Herb_Bag_2513,17,10,23,9,38,20,8
Herb_Bag_2514,14,23,33,6,23,26,10
Herb_Bag_2515,15,2,0,14,30,17,17
Herb_Bag_2516,16,22,28,9,28,35,8
Herb_Bag_2517,21,34,60,19,16,16,15
Herb_Bag_2518,24,15,16,0,30,25,11
Herb_Bag_2519,17,22,30,17,26,0,10
Herb_Bag_2520,28,11,28,20,36,20,12
Herb_Bag_2521,30,14,6,21,18,11,8
Herb_Bag_2522,25,9,28,18,30,14,8
Herb_Bag_2523,9,27,30,11,19,20,4
Herb_Bag_2524,24,19,29,19,37,11,8
Herb_Bag_2525,15,28,38,6,22,38,6
Herb_Bag_2526,15,24,5,0,8,25,13
Herb_Bag_2527,17,20,17,25,11,8,2
Herb_Bag_2528,23,11,28,9,26,28,9
Herb_Bag_2529,19,17,25,17,33,8,14
Herb_Bag_2530,12,14,26,27,38,40,6
Herb_Bag_2531,14,27,2,15,38,10,10
Herb_Bag_2532,20,24,17,5,27,24,12
Herb_Bag_2533,11,28,12,8,24,5,7
Herb_Bag_2534,10,17,17,22,32,16,9
Herb_Bag_2535,13,16,22,22,21,12,13
Herb_Bag_2536,9,14,9,9,25,18,10
Herb_Bag_2537,42,15,28,34,22,20,8
Herb_Bag_2538,32,23,29,18,33,4,17
Herb_Bag_2539,23,15,31,8,27,19,8
Herb_Bag_2540,18,11,13,16,18,28,5
Herb_Bag_2541,7,15,14,16,39,26,7
Herb_Bag_2542,9,20,24,14,31,31,11
Herb_Bag_2543,29,14,35,25,27,5,17
Herb_Bag_2544,27,18,32,15,28,25,9
Herb_Bag_2545,10,14,7,18,20,8,12
Herb_Bag_2546,7,13,5,10,23,16,13
Herb_Bag_2547,29,15,20,16,17,14,9
Herb_Bag_2548,33,10,32,21,33,4,9
Herb_Bag_2549,13,17,37,15,28,32,13
Herb_Bag_2550,26,21,27,7,24,34,4
Herb_Bag_2551,29,18,27,12,32,19,9
Herb_Bag_2552,26,27,28,17,19,26,14
Herb_Bag_2553,32,15,24,8,16,14,16
Herb_Bag_2554,10,25,35,17,22,31,13
Herb_Bag_2555,2,20,45,12,25,43,9
Herb_Bag_2556,22,18,38,8,41,9,10
Herb_Bag_2557,24,19,28,20,39,9,10
Herb_Bag_2558,9,15,2,12,11,14,5
Herb_Bag_2559,8,20,27,11,29,15,12
Herb_Bag_2560,12,19,35,16,17,17,4
Herb_Bag_2561,15,18,53,22,26,31,14
Herb_Bag_2562,20,23,14,15,32,33,6
Herb_Bag_2563,16,23,30,11,28,29,14
Herb_Bag_2564,19,13,22,21,23,24,11
Herb_Bag_2565,23,20,12,28,31,10,9
Herb_Bag_2566,15,9,20,21,26,21,8
Herb_Bag_2567,29,19,22,15,35,26,11
Herb_Bag_2568,11,23,32,11,17,22,10
Herb_Bag_2569,16,33,0,10,28,7,6
Herb_Bag_2570,21,9,33,20,29,8,6
Herb_Bag_2571,14,17,48,17,33,19,12
Herb_Bag_2572,20,18,31,18,29,22,11
Herb_Bag_2573,14,18,0,11,6,17,9
Herb_Bag_2574,17,16,24,16,11,16,13
Herb_Bag_2575,9,12,24,22,28,23,12
Herb_Bag_2576,18,15,15,10,34,23,15
Herb_Bag_2577,15,22,0,0,39,26,11
Herb_Bag_2578,15,15,0,19,31,17,7
Herb_Bag_2579,28,17,23,10,28,22,10
Herb_Bag_2580,15,16,32,16,28,27,12
Herb_Bag_2581,25,21,36,18,14,26,8
Herb_Bag_2582,12,16,21,21,34,28,8
Herb_Bag_2583,12,19,48,15,33,17,7
Herb_Bag_2584,14,11,8,28,20,26,8
Herb_Bag_2585,24,15,20,18,22,22,8
Herb_Bag_2586,11,17,17,11,23,21,7
Herb_Bag_2587,30,14,39,26,40,0,12
Herb_Bag_2588,20,14,33,27,29,21,16
Herb_Bag_2589,18,18,14,12,25,23,1
Herb_Bag_2590,23,17,22,14,39,6,6
Herb_Bag_2591,34,20,40,28,23,16,19
Herb_Bag_2592,33,20,7,8,27,16,8
Herb_Bag_2593,6,20,0,6,25,14,8
Herb_Bag_2594,30,13,29,23,18,23,4
Herb_Bag_2595,30,16,37,4,31,20,8
Herb_Bag_2596,8,19,16,10,28,28,10
Herb_Bag_2597,8,22,9,8,26,37,7
Herb_Bag_2598,12,17,27,10,23,25,11
Herb_Bag_2599,15,16,46,6,21,27,10
Herb_Bag_2600,32,16,19,14,19,21,9
Herb_Bag_2601,23,17,14,10,29,43,6
Herb_Bag_2602,12,30,9,3,32,34,12
Herb_Bag_2603,18,23,4,17,23,36,7
Herb_Bag_2604,34,21,24,2,31,23,16
Herb_Bag_2605,23,5,22,16,24,18,10
Herb_Bag_2606,37,29,18,26,20,23,12
Herb_Bag_2607,0,20,21,25,20,27,9
Herb_Bag_2608,14,21,24,19,21,11,10
Herb_Bag_2609,25,22,9,23,21,15,6
Herb_Bag_2610,26,23,19,14,26,12,7
Herb_Bag_2611,13,20,21,10,34,40,10
Herb_Bag_2612,10,11,20,13,34,19,7
Herb_Bag_2613,26,26,40,10,22,21,10
Herb_Bag_2614,14,16,25,7,36,13,9
Herb_Bag_2615,6,18,15,6,26,29,15
Herb_Bag_2616,9,13,23,12,38,26,14
Herb_Bag_2617,5,12,31,21,26,19,7
Herb_Bag_2618,14,18,35,18,15,19,12
Herb_Bag_2619,20,15,20,20,30,15,11
Herb_Bag_2620,15,14,45,29,22,21,3
Herb_Bag_2621,25,9,14,17,16,8,9
Herb_Bag_2622,21,15,36,23,23,22,5
Herb_Bag_2623,21,24,25,36,28,13,12
Herb_Bag_2624,26,23,15,13,17,15,5
Herb_Bag_2625,22,18,13,26,21,23,8
Herb_Bag_2626,13,21,2,17,28,6,12
Herb_Bag_2627,18,14,6,19,28,6,4
Herb_Bag_2628,2,8,32,25,26,4,10
Herb_Bag_2629,16,19,1,13,35,21,7
Herb_Bag_2630,15,18,16,17,22,16,5
Herb_Bag_2631,25,14,37,23,37,22,10
Herb_Bag_2632,20,20,22,10,21,36,10
Herb_Bag_2633,15,8,23,32,31,24,7
Herb_Bag_2634,19,14,38,7,18,27,3
Herb_Bag_2635,15,17,29,12,32,12,6
Herb_Bag_2636,8,22,7,2,13,7,1
Herb_Bag_2637,15,13,26,11,30,10,10
Herb_Bag_2638,7,21,21,0,29,15,15
Herb_Bag_2639,8,19,10,6,27,38,9
Herb_Bag_2640,10,6,49,20,40,7,9
Herb_Bag_2641,19,10,30,4,24,10,4
Herb_Bag_2642,20,15,23,20,31,8,11
Herb_Bag_2643,21,21,9,24,30,35,8
Herb_Bag_2644,22,16,35,14,22,18,16
Herb_Bag_2645,15,19,11,7,24,31,5
Herb_Bag_2646,14,9,43,5,34,21,8
Herb_Bag_2647,12,17,27,13,24,39,12
Herb_Bag_2648,27,28,25,17,26,26,5
Herb_Bag_2649,13,25,29,24,26,25,11
Herb_Bag_2650,18,15,23,17,26,26,12
Herb_Bag_2651,30,20,21,15,23,12,9
Herb_Bag_2652,27,13,10,11,20,7,10
Herb_Bag_2653,0,15,28,26,32,15,12
Herb_Bag_2654,6,4,8,37,12,22,10
Herb_Bag_2655,2,19,16,15,27,19,14
Herb_Bag_2656,19,12,25,23,23,23,12
Herb_Bag_2657,24,22,29,18,22,22,8
Herb_Bag_2658,21,20,17,11,32,31,8
Herb_Bag_2659,27,9,24,17,23,17,4
Herb_Bag_2660,10,14,28,16,26,33,12
Herb_Bag_2661,18,13,54,8,23,20,8
Herb_Bag_2662,9,23,26,21,39,28,12
Herb_Bag_2663,24,15,36,22,34,19,13
Herb_Bag_2664,25,20,9,26,34,18,8
Herb_Bag_2665,17,22,24,18,26,23,7
Herb_Bag_2666,20,27,30,17,24,10,11
Herb_Bag_2667,29,15,7,15,37,17,6
Herb_Bag_2668,25,16,4,32,25,6,11
Herb_Bag_2669,14,20,43,8,28,47,11
Herb_Bag_2670,23,22,27,19,27,3,11
Herb_Bag_2671,5,15,44,33,24,37,16
Herb_Bag_2672,27,26,14,21,21,25,10
Herb_Bag_2673,13,11,39,27,23,6,17
Herb_Bag_2674,9,13,62,10,21,23,7
Herb_Bag_2675,4,31,21,19,27,38,13
Herb_Bag_2676,18,12,31,23,19,21,2
Herb_Bag_2677,17,12,26,18,18,4,9
Herb_Bag_2678,15,16,21,20,27,19,13
Herb_Bag_2679,22,16,37,21,18,12,3
Herb_Bag_2680,4,6,15,23,37,8,12
Herb_Bag_2681,12,21,17,15,38,0,14
Herb_Bag_2682,27,25,48,23,29,23,5
Herb_Bag_2683,21,13,0,8,37,12,9
Herb_Bag_2684,0,16,33,21,26,9,7
Herb_Bag_2685,17,14,17,20,29,18,10
Herb_Bag_2686,33,13,34,16,39,21,19
Herb_Bag_2687,25,14,25,25,38,50,12
Herb_Bag_2688,16,12,32,6,23,30,4
Herb_Bag_2689,0,19,0,24,30,23,13
Herb_Bag_2690,10,19,0,29,20,26,10
Herb_Bag_2691,20,23,43,17,28,36,11
Herb_Bag_2692,33,17,47,5,30,8,9
Herb_Bag_2693,14,19,15,15,17,26,16
Herb_Bag_2694,15,19,46,25,27,22,7
Herb_Bag_2695,22,18,23,17,34,21,18
Herb_Bag_2696,9,14,32,31,30,6,12
Herb_Bag_2697,6,23,27,15,25,9,15
Herb_Bag_2698,15,23,28,31,35,27,11
Herb_Bag_2699,32,23,32,12,26,17,6
Herb_Bag_2700,12,16,25,26,30,32,10
Herb_Bag_2701,20,16,19,16,19,35,12
Herb_Bag_2702,23,17,22,14,18,28,13
Herb_Bag_2703,22,11,27,17,26,15,10
Herb_Bag_2704,25,18,9,28,32,1,13
Herb_Bag_2705,20,9,32,20,33,10,13
Herb_Bag_2706,25,25,4,13,21,9,6
Herb_Bag_2707,25,16,37,8,28,26,10
Herb_Bag_2708,16,9,29,24,22,30,12
Herb_Bag_2709,24,20,8,6,30,30,15
Herb_Bag_2710,12,29,35,0,29,18,9
Herb_Bag_2711,25,15,14,16,32,26,9
Herb_Bag_2712,18,13,15,15,29,44,12
Herb_Bag_2713,23,18,21,20,19,12,10
Herb_Bag_2714,10,14,0,19,30,29,9
Herb_Bag_2715,16,21,15,15,24,26,10
Herb_Bag_2716,22,21,34,29,17,26,9
Herb_Bag_2717,32,10,31,30,18,0,12
Herb_Bag_2718,20,11,35,14,31,1,4
Herb_Bag_2719,22,13,38,11,31,24,15
Herb_Bag_2720,21,15,16,24,18,11,12
Herb_Bag_2721,29,16,25,7,23,25,15
Herb_Bag_2722,7,27,39,26,27,12,10
Herb_Bag_2723,20,13,27,27,12,20,7
Herb_Bag_2724,12,13,28,21,28,12,11
Herb_Bag_2725,27,27,24,15,31,24,14
Herb_Bag_2726,14,20,30,18,24,2,11
Herb_Bag_2727,25,16,5,19,29,26,9
Herb_Bag_2728,29,18,30,13,12,38,8
Herb_Bag_2729,25,16,27,16,28,16,7
Herb_Bag_2730,22,17,8,16,27,0,11
Herb_Bag_2731,23,15,21,17,38,19,3
Herb_Bag_2732,12,14,27,15,33,28,6
Herb_Bag_2733,31,3,18,7,12,24,10
Herb_Bag_2734,19,14,31,19,27,16,18
Herb_Bag_2735,22,30,15,17,27,20,12
Herb_Bag_2736,34,13,23,0,24,30,8
Herb_Bag_2737,40,14,18,10,27,30,7
Herb_Bag_2738,11,29,16,8,22,20,9
Herb_Bag_2739,22,27,20,19,24,4,10
Herb_Bag_2740,25,22,18,33,24,0,10
Herb_Bag_2741,6,13,10,20,22,12,11
Herb_Bag_2742,33,23,0,14,30,24,11
Herb_Bag_2743,24,18,31,3,22,23,12
Herb_Bag_2744,32,9,18,19,19,21,12
Herb_Bag_2745,19,7,2,11,22,19,8
Herb_Bag_2746,6,5,12,20,24,41,14
Herb_Bag_2747,11,20,8,11,17,36,8
Herb_Bag_2748,15,17,39,7,30,29,10
Herb_Bag_2749,3,28,37,4,21,30,11
Herb_Bag_2750,16,19,30,23,37,35,8
Herb_Bag_2751,20,15,15,15,33,37,12
Herb_Bag_2752,14,14,19,7,30,15,6
Herb_Bag_2753,12,18,9,13,28,36,13
Herb_Bag_2754,23,18,37,10,29,18,7
Herb_Bag_2755,15,19,18,31,32,20,7
Herb_Bag_2756,6,17,1,30,32,18,10
Herb_Bag_2757,19,15,10,22,17,21,1
Herb_Bag_2758,17,18,36,18,36,3,4
Herb_Bag_2759,15,13,20,24,24,12,11
Herb_Bag_2760,20,11,43,27,15,10,14
Herb_Bag_2761,18,12,13,7,19,34,12
Herb_Bag_2762,15,20,17,9,38,16,12
Herb_Bag_2763,6,9,25,16,21,16,5
Herb_Bag_2764,27,19,19,8,29,2,16
Herb_Bag_2765,17,14,25,12,27,27,14
Herb_Bag_2766,21,19,37,0,36,24,13
Herb_Bag_2767,20,11,35,7,23,22,6
Herb_Bag_2768,14,16,32,13,15,23,7
Herb_Bag_2769,9,9,19,6,20,7,6
Herb_Bag_2770,22,13,23,23,30,13,12
Herb_Bag_2771,8,17,36,0,19,28,14
Herb_Bag_2772,30,23,4,10,34,12,15
Herb_Bag_2773,17,22,13,7,34,7,10
Herb_Bag_2774,33,19,28,6,32,25,17
Herb_Bag_2775,11,27,6,12,26,21,7
Herb_Bag_2776,42,21,12,19,27,11,7
Herb_Bag_2777,14,29,21,18,34,32,8
Herb_Bag_2778,19,21,30,20,31,28,11
Herb_Bag_2779,8,19,14,22,29,18,9
Herb_Bag_2780,11,16,20,25,24,36,8
Herb_Bag_2781,13,21,40,19,22,30,16
Herb_Bag_2782,28,16,0,12,32,27,13
Herb_Bag_2783,16,24,7,26,28,25,9
Herb_Bag_2784,20,24,24,13,33,17,14
Herb_Bag_2785,1,18,27,15,27,26,5
Herb_Bag_2786,31,6,18,25,33,24,6
Herb_Bag_2787,19,13,9,19,34,45,4
Herb_Bag_2788,20,23,33,33,10,16,13
Herb_Bag_2789,19,19,28,2,35,19,7
Herb_Bag_2790,11,16,31,29,35,21,12
Herb_Bag_2791,15,16,37,15,28,32,18
Herb_Bag_2792,16,17,43,0,23,28,13
Herb_Bag_2793,30,12,32,10,27,21,7
Herb_Bag_2794,16,3,45,19,21,24,9
Herb_Bag_2795,15,6,16,6,29,25,12
Herb_Bag_2796,7,21,19,1,28,26,11
Herb_Bag_2797,16,24,49,7,27,28,10
Herb_Bag_2798,21,9,21,9,20,23,8
Herb_Bag_2799,29,21,26,22,26,40,13
Herb_Bag_2800,10,10,31,23,27,29,10
Herb_Bag_2801,4,19,41,18,32,0,12
Herb_Bag_2802,20,27,16,18,26,17,4
Herb_Bag_2803,32,15,10,14,28,20,11
Herb_Bag_2804,1,14,9,17,26,23,9
Herb_Bag_2805,13,12,47,15,24,27,10
Herb_Bag_2806,12,29,26,16,26,23,11
Herb_Bag_2807,7,21,25,16,12,34,9
Herb_Bag_2808,12,13,19,19,22,22,7
Herb_Bag_2809,12,10,0,8,25,18,12
Herb_Bag_2810,12,13,11,17,25,19,5
Herb_Bag_2811,16,0,34,7,30,17,6
Herb_Bag_2812,26,19,11,14,26,15,13
Herb_Bag_2813,12,16,2,12,27,19,13
Herb_Bag_2814,11,12,24,24,28,0,12
Herb_Bag_2815,18,25,22,10,26,26,16
Herb_Bag_2816,17,15,23,16,14,14,11
Herb_Bag_2817,25,31,14,25,23,22,12
Herb_Bag_2818,19,19,37,5,41,18,10
Herb_Bag_2819,12,9,17,20,29,33,8
Herb_Bag_2820,23,15,28,25,22,16,7
Herb_Bag_2821,23,14,12,4,33,17,20
Herb_Bag_2822,17,17,13,15,25,26,0
Herb_Bag_2823,17,18,46,11,21,29,8
Herb_Bag_2824,31,19,28,20,34,26,4
Herb_Bag_2825,21,29,24,16,22,12,3
Herb_Bag_2826,16,24,14,11,30,3,14
Herb_Bag_2827,6,18,29,19,16,25,11
Herb_Bag_2828,9,19,0,8,26,15,13
Herb_Bag_2829,18,30,23,4,20,8,11
Herb_Bag_2830,7,32,26,18,29,17,14
Herb_Bag_2831,16,12,19,23,22,26,11
Herb_Bag_2832,4,16,25,29,30,9,9
Herb_Bag_2833,18,17,3,18,30,10,18
Herb_Bag_2834,27,14,11,25,36,40,13
Herb_Bag_2835,9,22,32,20,33,17,11
Herb_Bag_2836,23,27,37,21,20,17,9
Herb_Bag_2837,3,13,31,22,33,19,7
Herb_Bag_2838,17,18,40,21,23,32,13
Herb_Bag_2839,33,10,21,20,30,24,4
Herb_Bag_2840,4,8,31,19,36,0,12
Herb_Bag_2841,14,17,43,26,24,15,9
Herb_Bag_2842,20,13,18,8,26,11,10
Herb_Bag_2843,18,22,13,13,24,20,9
Herb_Bag_2844,10,22,17,10,29,22,9
Herb_Bag_2845,25,22,6,6,23,13,11
Herb_Bag_2846,3,17,33,7,21,19,8
Herb_Bag_2847,13,13,15,14,40,32,5
Herb_Bag_2848,24,19,29,14,25,23,10
Herb_Bag_2849,20,20,26,2,22,33,8
Herb_Bag_2850,16,17,23,16,24,20,12
Herb_Bag_2851,35,18,18,18,22,23,15
Herb_Bag_2852,20,18,18,22,24,15,13
Herb_Bag_2853,13,25,21,1,22,22,11
Herb_Bag_2854,35,23,13,6,18,36,15
Herb_Bag_2855,21,19,22,17,20,16,10
Herb_Bag_2856,24,20,20,15,25,17,10
Herb_Bag_2857,9,24,9,29,19,0,9
Herb_Bag_2858,18,18,36,30,24,21,14
Herb_Bag_2859,18,7,33,24,31,30,9
Herb_Bag_2860,31,16,22,8,45,19,10
Herb_Bag_2861,21,14,31,12,23,24,12
Herb_Bag_2862,13,18,34,4,29,17,11
Herb_Bag_2863,7,16,31,23,28,13,11
Herb_Bag_2864,6,15,32,7,22,15,8
Herb_Bag_2865,20,9,43,13,19,19,7
Herb_Bag_2866,18,7,37,27,27,19,9
Herb_Bag_2867,12,7,16,8,26,7,12
Herb_Bag_2868,6,19,33,18,23,19,11
Herb_Bag_2869,29,22,60,6,12,9,22
Herb_Bag_2870,19,18,30,22,35,25,10
Herb_Bag_2871,19,27,3,14,29,27,7
Herb_Bag_2872,14,20,25,21,24,9,10
Herb_Bag_2873,18,19,25,21,24,30,7
Herb_Bag_2874,13,23,12,1,31,27,10
Herb_Bag_2875,22,15,39,17,19,27,13
Herb_Bag_2876,18,18,20,13,29,29,10
Herb_Bag_2877,14,21,14,15,33,17,14
Herb_Bag_2878,0,21,11,18,15,14,12
Herb_Bag_2879,16,17,29,0,35,20,9
Herb_Bag_2880,7,11,0,22,38,3,3
Herb_Bag_2881,25,29,25,21,42,37,2
Herb_Bag_2882,31,26,22,18,30,32,7
Herb_Bag_2883,24,19,40,20,16,7,8
Herb_Bag_2884,15,18,31,13,21,22,13
Herb_Bag_2885,26,17,16,24,27,27,15
Herb_Bag_2886,16,27,34,12,22,17,17
Herb_Bag_2887,24,21,29,21,25,13,8
Herb_Bag_2888,27,22,22,12,37,22,7
Herb_Bag_2889,4,22,1,21,25,31,10
Herb_Bag_2890,21,12,6,24,29,20,9
Herb_Bag_2891,27,17,22,13,16,31,15
Herb_Bag_2892,23,12,29,6,30,19,13
Herb_Bag_2893,19,15,19,17,34,25,11
Herb_Bag_2894,6,19,18,17,41,21,10
Herb_Bag_2895,23,17,46,14,17,8,11
Herb_Bag_2896,18,16,27,29,37,29,11
Herb_Bag_2897,9,20,3,18,24,30,11
Herb_Bag_2898,22,11,4,28,25,38,10
Herb_Bag_2899,24,17,7,29,26,22,12
Herb_Bag_2900,14,12,44,4,21,20,9
Herb_Bag_2901,7,23,27,13,27,16,9
Herb_Bag_2902,11,17,42,11,34,16,10
Herb_Bag_2903,21,20,37,14,17,25,13
Herb_Bag_2904,15,16,24,4,24,13,4
Herb_Bag_2905,24,7,7,18,27,24,10
Herb_Bag_2906,13,22,1,28,29,18,7
Herb_Bag_2907,22,23,17,21,18,2,12
Herb_Bag_2908,12,22,4,11,30,9,10
Herb_Bag_2909,6,13,5,13,14,16,11
Herb_Bag_2910,20,22,21,14,33,22,10
Herb_Bag_2911,33,25,38,28,18,21,5
Herb_Bag_2912,4,13,9,8,23,22,7
Herb_Bag_2913,22,24,43,10,21,9,4
Herb_Bag_2914,21,17,0,23,25,16,7
Herb_Bag_2915,31,12,29,11,39,17,9
Herb_Bag_2916,24,18,45,20,21,33,7
Herb_Bag_2917,13,18,19,4,15,17,8
Herb_Bag_2918,29,9,0,23,34,24,8
Herb_Bag_2919,18,15,12,16,27,31,11
Herb_Bag_2920,14,18,30,22,14,19,14
Herb_Bag_2921,14,16,20,5,39,32,19
Herb_Bag_2922,27,17,25,11,22,20,12
